"","Message","Type","Likes","Comments","Reactions","Date","Time"
"405","How does Parliament affect us? Watch Jake talk about the Act that changed his life goo.gl/tzdCVj #YourStoryOurHistory","video",12,1,18,2017-07-06,"16:12"
"406","The Speaker of the House of Commons has announced that the select committee chair elections will take place on Wednesday 12 July. 

Find out more about how committees are set up.","link",32,2,33,2017-07-07,"11:00"
"407","The Telecommunications Infrastructure (Relief from Non-Domestic Rates) Bill has its Second Reading debate in the House of Commons today. 
Find out more https://goo.gl/mcsPoV","video",10,1,10,2017-07-10,"15:05"
"408","The Air Travel Organisers' Licensing Bill has its remaining Commons stages today. MPs will be debating proposed amendments to the Bill.
Find out more about the Bill https://goo.gl/s4dKEh","video",11,1,11,2017-07-11,"13:23"
"409",NA,"link",26,1,29,2017-07-11,"14:51"
"410","First Secretary of State and Minister for the Cabinet Office, Damian Green, answered questions from MPs on behalf of the Prime Minister, in the House of Commons on Wednesday 12 July 2017. MPs asked about Brexit, tuition fees, organ donation and more.","video",48,2,49,2017-07-12,"15:13"
"411","New Harborough MP Neil O'Brien asked his first question at #PMQs today. Find out what he was expecting & what he thought of the response:","video",21,1,24,2017-07-12,"16:36"
"412",NA,"photo",66,1,71,2017-07-13,"08:12"
"413",NA,"video",4,1,7,2017-07-13,"13:23"
"414","Chairs for Commons committees have been elected. Find out more about how these committees impact society.","video",23,2,26,2017-07-14,"07:00"
"415",NA,"photo",117,5,126,2017-07-14,"11:15"
"416","Select committee chairs: which MPs won?","status",18,3,19,2017-07-17,"10:11"
"417","Watch Education Minister Mr Robert Goodwill respond to questions from Layla Moran and other MPs on the process of applying for free childcare hours. https://goo.gl/ynFn3H","video",38,5,40,2017-07-18,"14:51"
"418","What are Henry VIII powers and what do they have to do with the European Union (Withdrawal) Bill? Jack from the Commons Library explains.","video",106,6,110,2017-07-18,"17:07"
"419","In PMQs today MPs asked Prime Minister Theresa May about public sector pay, knife crime, Brexit, the economy and more.","video",88,9,96,2017-07-19,"14:40"
"420","How does Parliament impact you? Watch Peter and Geoff talk about the Act that changed their lives #YourStoryOurHistory","video",28,4,40,2017-07-27,"11:35"
"421","General Election: Results and Analysis","status",20,4,21,2017-07-28,"11:23"
"422","A Bill is a proposal for a new law, or a proposal to change an existing law. Whether a Bill is Public, Private or Hybrid depends on who the law would affect.","video",27,1,27,2017-08-02,"14:33"
"423","Brexit: the July negotiations","status",10,3,10,2017-08-03,"15:25"
"424","The Air Travel Organisers' Licensing Bill is already on its way through Parliament, but what does the Bill intend to do?","video",10,0,11,2017-08-04,"15:01"
"425","Did you know that the UK Parliament has three elements - the UK House of Commons, the UK House of Lords and the Monarch? Find out more about the roles they play.","video",53,1,58,2017-08-07,"16:20"
"426","Parliament and Government aren't the same thing. One of Parliament's key roles is to examine and challenge the work of Government. Find out how:","video",47,3,49,2017-08-08,"10:48"
"427",NA,"video",31,1,34,2017-08-08,"14:05"
"428","In the 2016/17 session MPs spent 298 hours debating Public Bills in the Commons Chamber. Here's how laws are made in the UK:","video",16,1,18,2017-08-09,"15:39"
"429","Both the House of Commons and the House of Lords hold debates in which Members discuss government policy, propose new laws and topical issues of the day. Find out more:","video",21,5,24,2017-08-10,"10:51"
"430","Did you know that Parliament looks closely at the Government's tax and spending plans on our behalf and tries to make sure that money is being spent fairly and efficiently?","video",11,1,13,2017-08-11,"15:44"
"431",NA,"video",115,11,143,2017-08-14,"08:24"
"432","If you're not sure who your MP is or which constituency you live in, you can find out by entering your postcode into this useful tool: goo.gl/gdV8T","photo",72,3,78,2017-08-16,"10:21"
"433","Develop your understanding of what the UK Parliament is and does. Take our FREE online course ‘An Introduction to the UK Parliament’, starting 18 September. Sign up now! goo.gl/JZjhP8","video",97,2,106,2017-08-16,"15:44"
"434",NA,"photo",123,3,138,2017-08-18,"10:47"
"435","Many MPs sit on cross-party committees, which examine different topics. How are these committees different to the Commons Chamber?","video",20,0,20,2017-08-21,"10:50"
"436","How can committees of MPs influence the decisions the Government takes?","video",34,3,36,2017-08-22,"10:48"
"437","Committees of MPs gather different information from a range of sources. How can you get involved?","video",14,2,16,2017-08-23,"10:51"
"438","We'll be talking all things Brexit and the economy live on Facebook tomorrow from 1.45pm. Tune in with one of the experts from the House of Commons Library or post your questions below.","photo",27,10,30,2017-08-23,"12:06"
"439","Do you feel informed about today's key issues? Our researchers at the Commons Library have put together a report on some of the main issues facing the UK in the coming years.Tune in to our live Q&A today at 1.45pm to put your questions about how Brexit will affect the economy directly to one of our researchers, or post them below!","video",12,2,13,2017-08-24,"09:46"
"440",NA,"video",40,23,52,2017-08-24,"12:48"
"441","Did you know that you can contribute to the work MPs do in committees to keep an eye on the Government?","video",21,3,25,2017-08-25,"10:49"
"442","Have you had any problems with a new-build home recently?

Neil Parish, MP for Tiverton and Honiton, will be leading a Westminster Hall debate on New Housing Design. As part of his speech, Neil will be calling for the creation of a New Homes Ombudsman, which would focus specifically on complaints with new-build homes.

He wants to know if you have experience of buying a new-build home with serious defects. Comment with your stories below.","photo",35,33,37,2017-08-29,"10:47"
"443","Do you want to develop your understanding of what the UK Parliament is and does? There's still time to sign up to our FREE online course 'An Introduction to the UK Parliament', starting 18 September. Sign up now! goo.gl/JZjhP8","video",40,5,43,2017-08-30,"13:49"
"444","Debates will resume next week. Find out how you can visit the House of Commons and watch debates live https://goo.gl/wRcbWc","photo",48,10,52,2017-09-01,"09:03"
"445","The House of Commons returned from summer recess today. This evening, MPs will debate the Committee and Remaining Stages of the Telecommunications Infrastructure (Relief from Non-Domestic Rates) Bill.","video",19,3,20,2017-09-05,"15:42"
"446","Catch up with today's PMQs where MPs asked Prime Minister Theresa May about EU exit negotiations, pay levels, the fishing industry and more.","video",50,3,58,2017-09-06,"15:37"
"447","New Banff and Buchan MP David Duguid MP asked his first question at #PMQs today. Find out what he was expecting & what he thought of the response:","video",21,1,22,2017-09-06,"16:33"
"448","MPs will debate the EU (Withdrawal) Bill today. Here's a short explainer of Brexit and Henry VIII powers, from an impartial House of Commons Library researcher.","video",36,1,37,2017-09-07,"12:50"
"449","MPs are debating the EU (Withdrawal) Bill.","video",23,1,24,2017-09-07,"13:13"
"450","Missed a debate? Watch live coverage and archived footage at www.parliamentlive.tv","photo",11,4,14,2017-09-08,"09:20"
"451","Dawn Butler, MP for Brent Central, wants to know if you have ever seen or suffered abuse that has put you off getting involved in politics.

MPs will debate the abuse and intimidation of candidates and the public during the general election campaign on Thursday 14 September. Comment below with your stories and help inform the debate.","photo",26,8,29,2017-09-08,"14:44"
"452","North Korea nuclear threat: tune in today at 13:15 to put your questions to a House of Commons Library specialist.","photo",20,10,21,2017-09-11,"11:01"
"453","We were live with the House of Commons Library answering your questions about the North Korean nuclear threat. For more information read our briefing paper: http://researchbriefings.parliament.uk/ResearchBriefing/Summary/CBP-8077","video",40,10,47,2017-09-11,"12:24"
"454","MPs are continuing to debate the Second Reading of the European Union (Withdrawal) Bill this afternoon. You can watch live on Parliament TV goo.gl/iRCncJ","video",27,4,32,2017-09-11,"14:39"
"455","MPs are debating the Second Reading of the Finance Bill. This Finance Bill would bring into law the proposals from this year's Spring Budget which weren't included in the Finance Act passed before the General Election. You can watch live on Parliament TV https://goo.gl/DXmaVK","video",20,0,21,2017-09-12,"13:15"
"456","Meet the new Committees","status",31,4,32,2017-09-13,"11:01"
"457","Missed today's PMQs? Catch up with MPs questioning Theresa May on the public sector pay cap, the UK farming industry and more.","video",62,8,69,2017-09-13,"15:13"
"458","Layla Moran, MP for Oxford West and Abingdon, started off #PMQs this week with a question on the single market. See from behind the scenes why she wanted to raise this issue and what she thought of the Prime Minister's response:","video",70,12,78,2017-09-13,"15:50"
"459","Jamie Stone, the new MP for Caithness, Sutherland and Easter Ross, asked his first question at #PMQs today. See what he was expecting and what he thought of the Prime Minister's response:
Jamie Stone - Scottish Liberal Democrats","video",50,10,52,2017-09-13,"17:07"
"460","UK Parliament Week 2017 is coming to you this November (13-19). With over 3,500 events across the UK and activities bringing the UK Parliament to your community. Take part and receive one of our free kits whilst stocks last.","link",14,5,14,2017-09-14,"08:26"
"461","The Commons has risen for Conference Recess but the building is still open - find out how you can visit UK Parliament goo.gl/ynWZ6E","photo",7,6,10,2017-09-14,"16:46"
"462","Are you interested in developing your understanding of the UK Parliament and how it works? Our free online course, ‘An Introduction to the UK Parliament’, starts on Monday. Sign up today! goo.gl/JZjhP8","video",83,11,91,2017-09-15,"14:49"
"463","Today is International Democracy Day! This year's theme is democracy and conflict prevention. Committees play an important role in holding our government to account. Find out how you can get involved: http://www.parliament.uk/get-involved/","video",30,8,34,2017-09-15,"16:00"
"464","Do you want to know more about how Parliament scrutinises the Government and how you can get involved? Take An Introduction to Parliament - our free, politically impartial, online course. Sign up now!","link",225,24,243,2017-09-18,"15:05"
"465","English health and care services are facing a shortage of nursing staff. The Health Committee is looking at what can be done to improve recruitment, training and retention. Find out more: goo.gl/UipknM","video",20,8,26,2017-09-19,"07:00"
"466","How will leaving the EU affect the land border between the UK and the Republic of Ireland? The Northern Ireland Affairs Committee is launching an inquiry into the land border between Northern Ireland and Ireland.

Find out more about the inquiry: http://www.parliament.uk/business/committees/committees-a-z/commons-select/northern-ireland-affairs-committee","video",60,13,68,2017-09-19,"16:00"
"467","Select committees are back! 

With the re-opening of Parliament last week, select committees are up and running again in the House of Commons. 

Committees have newly selected members and are launching  inquiries on a range of topics. Our Facebook note breaks down who's who http://bit.ly/2fwi6Im","video",11,2,15,2017-09-20,"11:00"
"468","The UK Parliament has three elements - the UK House of Commons, the UK House of Lords and the Monarch, but what role does each one play? Find out now.","video",33,1,37,2017-09-21,"15:49"
"469","Parliament and Government aren't the same thing. One of Parliament's key roles is to examine and challenge the work of Government. Find out how:","video",18,0,21,2017-09-22,"13:32"
"470","The UK Parliament belongs to all of us and there are many different ways to get involved! Find out how:","video",18,1,25,2017-09-25,"15:08"
"471","Committee membership by gender","status",13,1,14,2017-09-26,"07:00"
"472","If you're not sure who your MP is or which constituency you live in, you can find out by entering your postcode into this useful tool: goo.gl/gdV8T","photo",52,3,55,2017-09-26,"13:35"
"473","How closely did you keep up with the business of Parliament this month? Test yourself with our quiz goo.gl/GyTJ6A","photo",48,3,57,2017-09-27,"09:59"
"474","The Scottish Affairs Committee want to know what you think their next inquiry should be on. Follow #MyScottishAffairs to join the conversation and get involved by submitting your own idea!
For details visit www.parliament.uk/MyScottishAffairs","video",10,1,11,2017-09-27,"16:00"
"475","Do you have a story to share about later life and the workplace?

The Women and Equalities Committee has reopened its inquiry into older people and employment and they want to hear from you:
http://www.parliament.uk/business/committees/committees-a-z/commons-select/women-and-equalities-committee/news-parliament-2017/older-people-and-employment-launch-17-19/","photo",22,18,28,2017-09-28,"07:00"
"476","Sign up now for our FREE online course 'An Introduction to the UK Parliament' to develop your understanding of Parliament goo.gl/JZjhP8","video",32,0,34,2017-09-28,"12:19"
"477","It may be conference recess, but Parliament is still open! Find out how you can visit goo.gl/cGsgFw","photo",18,2,19,2017-09-29,"14:41"
"478","Today is the UN International Day of Older Persons. This year’s theme focuses on the talents, contributions and participation of older persons in society.

The Women and Equalities Committee has opened its inquiry into older people and employment and want to hear from you:
http://www.parliament.uk/business/committees/committees-a-z/commons-select/women-and-equalities-committee/news-parliament-2017/older-people-and-employment-launch-17-19/","photo",16,7,17,2017-10-01,"07:00"
"479","Hansard is the official report of what is said in Parliament, the decisions made and the votes taken. You can read Hansard online at hansard.parliament.uk","photo",19,4,21,2017-10-04,"15:39"
"480","One of Parliament’s main jobs is to examine and approve new laws. Find out how Parliament does this and why","video",22,0,24,2017-10-05,"11:15"
"481",NA,"photo",64,2,73,2017-10-06,"10:22"
"482","This week is Libraries Week! Meet Penny Young, Librarian and Managing Director of Participation and Research and Information. 

The House of Commons Library provides impartial research and information services for MPs and their staff. Follow their blog at https://secondreading.uk/","photo",13,2,16,2017-10-10,"09:10"
"483","The UK throws away 2.5 billion coffee cups every year. This morning, the Environmental Audit Committee has been speaking to industry leaders, academics, and recycling innovators about how to lessen the impact of disposable packaging. 

Catch up on the session here goo.gl/mVyp47","video",36,6,40,2017-10-10,"11:03"
"484","What effect can the arts have on health and wellbeing? We’ve been collecting your views ahead of the Westminster Hall debate on this topic. Here, Ed Vaizey, the MP for Wantage who is sponsoring the debate, explains why this subject is so important to him.  

Watch the debate live on Parliament TV from 4.30pm on Wednesday 11 October https://goo.gl/cxQvkC.","video",17,1,18,2017-10-10,"12:43"
"485","Can we explain the Henry VIII powers in under two minutes?

The Exiting the EU Committee are examining the EU (Withdrawal) Bill today and hearing from experts. You can tune in to the session from 9:15am: http://bit.ly/2xvm8f9

For more information, visit our website: http://bit.ly/2fj7KNu","video",45,1,49,2017-10-11,"07:00"
"486","How will leaving the EU affect the land border between the UK and the Republic of Ireland?

Today the Northern Ireland Affairs Committee heard from experts on this issue. Catch up on the session here: http://bit.ly/2ygryd2","video",25,3,28,2017-10-11,"11:24"
"487","Are you a kinship carer? Do you have experience of accessing social security support? 

Melanie Onn MP for Great Grimsby will be holding a Westminster Hall debate on social security support for kinship carers next week. She wants to know if you have had any experience of accessing benefits, particularly if you also have a child of your own. Comment with your stories below.","video",27,2,30,2017-10-11,"12:30"
"488","Prime Minister Theresa May faced questions from MPs for the first time since the House of Commons returned from Conference Recess.
MPs asked questions on Universal Credit, BAE Systems, vaccinations against Meningitis B, EU negotiations, HS2, social housing, free schools and more.","video",33,2,37,2017-10-11,"16:40"
"489","The Women and Equalities Committee questioned the Minister for Equalities, the Rt Hon Nick Gibb MP, on updating the statutory guidance on sexual harassment and violence. 

The Committee looked into sexual harrasment and sexual violence in schools last year, and published a report which the government responded to. Find out more here: http://bit.ly/1NyKodf","video",17,1,17,2017-10-12,"11:00"
"490","Lloyd Russell-Moyle MP, the new MP for Brighton Kemptown, asked his first question at #PMQs this week. This is what he was expecting and what he thought of the response:","video",9,0,9,2017-10-12,"13:04"
"491",NA,"video",113,2,137,2017-10-13,"09:35"
"492","Do you have a story to share about later life and the workplace?

The Women and Equalities Committee has reopened its inquiry into older people and employment and they want to hear from you: http://www.parliament.uk/OlderPeopleEmployment","video",11,1,11,2017-10-13,"13:39"
"493","Today the Scottish Affairs Committee is holding it's first public meeting in Edinburgh on the My Scottish Affairs Inquiry. 

They will be asking a range of organisations to talk about the issues that are important to them, that the Committee should look at in more detail.

Watch live from 9.40am here: https://www.youtube.com/channel/UCATGq5R69HexlEvdh_ABbvw","video",4,0,4,2017-10-16,"07:00"
"494","What are the environmental implications of plastic bottles? 

The Environmental Audit Committee are hearing from a range of groups including the One Less Campaign, Surfers Against Sewage, Keep Scotland Beautiful and Coca Cola's European Partners. 

Watch live at 10am today goo.gl/oTqVFs","video",7,0,7,2017-10-17,"07:00"
"495","What are the environmental implications of plastic bottles? 

The Environmental Audit Committee are hearing from a range of groups including the One Less Campaign, Surfers Against Sewage, Keep Scotland Beautiful and Coca Cola's European Partners. 

Watch live at 10am today goo.gl/oTqVFs","video",7,0,7,2017-10-17,"07:00"
"496","MPs will debate Valproate and Fetal Anti-Convulsant Syndrome on Thursday. When taken during pregnancy, the epilepsy drug Sodium Valproate can cause congenital defects, disabilities and developmental disorders.

Norman Lamb, the MP who proposed the debate, is calling on the Government to do more to warn women about the potential risks of the drug.","video",23,0,23,2017-10-17,"09:27"
"497","MPs will debate Valproate and Fetal Anti-Convulsant Syndrome on Thursday. When taken during pregnancy, the epilepsy drug Sodium Valproate can cause congenital defects, disabilities and developmental disorders.

Norman Lamb, the MP who proposed the debate, is calling on the Government to do more to warn women about the potential risks of the drug.","video",23,0,23,2017-10-17,"09:27"
"498","Monarch Airlines recently collapsed, leaving 110,000 people abroad. How much should the owners contribute to the costs of getting stranded customers back to the UK?

The Transport Committee put this question to Chris Grayling MP, Secretary of State for Transport, in their evidence session with him yesterday.","video",8,2,8,2017-10-17,"12:30"
"499","Monarch Airlines recently collapsed, leaving 110,000 people abroad. How much should the owners contribute to the costs of getting stranded customers back to the UK?

The Transport Committee put this question to Chris Grayling MP, Secretary of State for Transport, in their evidence session with him yesterday.","video",8,2,8,2017-10-17,"12:30"
"500","How do energy price caps impact customers, energy prices and competition? The Business, Energy and Industrial Strategy Committee had a one-off evidence session about the different energy price cap proposals.
For more information see our website https://goo.gl/tQjdA6","video",10,1,10,2017-10-17,"16:06"
"501","'I always felt that although our election represented real progress, it was only a stage in an ongoing struggle. A glass ceiling had been smashed, but many more remained.' Paul Boateng

Born in 1951 to Ghanaian and Scottish parents, Paul Boateng represented Brent South, between 1987 and 2005. In 2002 he became the UK's first black Cabinet Minister when he was appointed Chief Secretary to the Treasury. In 2005 he became Britain’s first black ambassador when appointed British High Commissioner to South Africa. He entered the UK House of Lords in 2010 as Baron Boateng of Akyem and Wembley.

#BlackHistoryMonth

‘Rt Hon. Paul Boateng MP’ by Jonathan Yeo, oil on canvas, 2003 © Parliamentary Art Collection WOA 6483","photo",31,4,32,2017-10-18,"09:02"
"502","Eni Aluko talks to the Digital, Culture, Media and Sport Committee about the governance of the Football Association. The Committee asked her about her experience going through the complaints process.

They are also hearing from representatives from the Football Association at 4pm today. Tune in at: http://bit.ly/2hOZlQP

You can find out more about the Committee's work on the inquiry at: http://bit.ly/1tPCshA","video",10,0,12,2017-10-18,"14:57"
"503","Today, at Prime Minister's Questions Theresa May faced questions from MPs on Universal Credit, the Northern Powerhouse, housing and more.","video",62,15,67,2017-10-18,"15:30"
"504","Ruth George MP for High Peak asked her first question at #PMQs today. Here, she explains why she asked the Prime Minister about the roll-out of Universal Credit and what she thought of the response.","video",17,3,17,2017-10-18,"17:06"
"505","The Northern Powerhouse is an important issue for Esther McVey and her constituents. Watch her question the Prime Minister about what the government is doing to develop transport, infrastructure and business growth in the north.","video",27,7,30,2017-10-19,"09:11"
"506","Do you or a family member have a personal experience to share about later life and the workplace?

The Women and Equalities Committee has reopened its inquiry into older people and employment and they want to hear from you: http://www.parliament.uk/OlderPeopleEmployment","video",3,3,4,2017-10-19,"16:04"
"507","""Any attack on them is an attack on all of us."" 
Chris Bryant MP wants to introduce a law that would make attacks on emergency workers a triable offence.

Watch MPs debate the Assaults on Emergency Workers (Offences) Bill in the House of Commons: https://goo.gl/fg1azU","video",36,4,40,2017-10-20,"08:24"
"508","Kevin Hollinrake MP wants to change the law to allow bereaved parents to take at least two weeks' leave from work in the tragic instance of the loss of their child. Currently, there is no specific parental entitlement to time off work following the death of a child. 

MPs are debating the Parental Bereavement (Leave and Pay) Bill: https://goo.gl/WytUL3","video",86,14,97,2017-10-20,"12:10"
"509","How will leaving the EU affect the land border between the UK and the Republic of Ireland?

The Northern Ireland Affairs Committee heard from the Secretary of State for Northern Ireland, Rt Hon James Brokenshire MP, on this issue. Catch up on the session here: http://bit.ly/2zElklU","video",16,3,18,2017-10-20,"16:09"
"510","With the introduction of the new ""T-charge"" in London, the issue of low emission cars is more important than ever. 

Today MPs will debate the Automated and Electric Vehicles Bill. 

This Bill would ""enable consumers in the UK to be amongst the first in the world to reap the rewards that improved transport technology will bring"".","video",6,4,9,2017-10-23,"14:47"
"511","Since May 2017 the prison population in England and Wales has unexpectedly risen by 950, and further increases are expected in the next 5 years.

The Justice Committee has launched an inquiry into Prison Population 2022: planning for the future. Find out more here: http://bit.ly/2hYs2uG","photo",14,4,16,2017-10-23,"16:00"
"512","The UK litters, landfills or incinerates 5.5 billion plastic bottles every year. 
Tune in from 10am to watch as the Environmental Audit Committee hears from industry leaders and local authorities on how to tackle the growing impact of #WastePackaging in the UK https://goo.gl/xLfcpS","video",14,1,14,2017-10-24,"07:00"
"513","Emergency debate in the House of Commons today. 

Last week, the House voted 299 to 0 to pause the full service roll-out of Universal Credit. As this was an Opposition Day debate this vote was non-binding. 

Debbie Abrahams MP successfully applied for an Emergency Debate on the Government response to the decision of the House on pausing the roll-out of universal credit. 

Watch the debate here: https://goo.gl/YKKST3","video",56,10,59,2017-10-24,"13:09"
"514","""At the moment it takes three and a half hours to get from London to Plymouth. It should only take two hours fifteen"" 

Luke Pollard MP wants investment in the South West trainline to increase.

Watch MPs debate Improving rail links in South West England: https://goo.gl/pdsGyU","video",17,0,17,2017-10-24,"13:39"
"515",NA,"link",32,6,35,2017-10-24,"15:03"
"516","Dame Caroline Spelman MP wants to ensure that there are more resources to teach English to refugees who come to Britain. 

Watch MPs discuss English language teaching for refugees: https://goo.gl/RVxocV","video",10,3,10,2017-10-24,"15:34"
"517","Last year, the Great British Bake Off was acquired by Channel 4. The programme had previously aired on the BBC.

The Digital, Culture, Media and Sport Committee asked David Abraham, Chief Executive of Channel 4, whether he thought that Channel 4 was bringing a fresh approach to the show.","video",6,1,6,2017-10-24,"16:41"
"518",NA,"video",8,0,9,2017-10-24,"17:57"
"519","How much would increased diversity in firms benefit the global economy?

Yesterday, the Treasury Committee took evidence from the CEO of Virgin Money, Jayne-Anne Gadhia, as part of their inquiry into women in finance. She spoke about the benefit of increased diversity at board and senior management level both to firms and to the global economy.

Find out more about the inquiry at: http://bit.ly/2i1kOpM","video",6,1,6,2017-10-25,"06:00"
"520","Today at Prime Minister's Questions, Theresa May answered questions on Universal Credit, the minimum wage and more. Watch the full exchange:","video",55,6,65,2017-10-25,"14:52"
"521","New MP Azfal Khan kicked off PMQs this week with a question on funding for social care. See from behind the scenes why he wanted to ask this question and what he thought of the Prime Minister's response.","video",11,1,11,2017-10-25,"15:31"
"522","The Exiting the European Union Committee questioned David Davis MP on the progress of the Brexit negotiations. They asked about when the final Brexit deal might be put to a vote in Parliament.

You can watch the session in full at: http://bit.ly/2yQQZ5m","video",26,4,28,2017-10-25,"16:00"
"523","Can we explain the EU Withdrawal Bill in 30 seconds?

The Exiting the EU Committee are questioning representatives from the Department for Exiting the EU on the EU Withdrawal Bill.

Tune in from 1pm at: http://bit.ly/2leBJKm","video",17,4,18,2017-10-26,"07:00"
"524","What is the impact of the Government's accelerated Universal Credit roll out?
Today, the Work and Pensions Committee has launched their cross-party report calling for the Government to reduce the 6 week wait.
Read more about the report goo.gl/eaNzjV","photo",22,1,24,2017-10-26,"11:40"
"525","""Modern slavery has no place in Britain, and like many people in this House and beyond, I want to see it consigned to history.""

In 2014 the then Home Secretary, Theresa May, made her case for why the Modern Slavery Bill should come into force. Today, MPs are debating the implementation of this Act.

Watch the debate here: https://goo.gl/FvomKf","video",39,7,44,2017-10-26,"11:51"
"526","Today, the House of Commons is debating global LGBT rights. 

To commemorate the 50 year anniversary of the Sexual Offenses Act 1967 Parliament will also be hosting 'Pride at Night' tours, which highlight the significant part played by LGBT people in Parliament as leaders, legislators, activists, lobbyists and monarchs.

Watch the debate on global LGBT rights here goo.gl/PcS8Gr","link",33,0,38,2017-10-26,"13:57"
"527","The 6 week wait for Universal Credit is not fixed. 

The Work and Pensions Committee questioned the Secretary of State for Work and Pensions on the Government's accelerated Universal Credit roll-out. Today, they have launched their report calling for the Government to cut the wait for Universal Credit to a month.

Find out more: goo.gl/eaNzjV","video",24,1,25,2017-10-26,"15:35"
"528","Catch up with what happened in the Commons this week: 23 - 26 October","status",16,2,16,2017-10-27,"12:50"
"529",NA,"status",11,2,13,2017-10-27,"13:27"
"530","How is Brexit scrutinised?

The process of leaving the EU involves ongoing, complex negotiations. The Exiting the EU Committee was set up to keep an eye on how it all takes shape.

You can find out more about the Committee on their website: http://bit.ly/2fj7KNu","video",30,1,35,2017-10-27,"15:00"
"531","694,000 UK citizens were affected by the Equifax data breach earlier this year.

The Treasury Committee is taking evidence from the Financial Conduct Authority about their investigation into the data breach. It is questioning the FCA Chairman and CEO from 10:15 am on Tuesday 31 October.

Visit the Committee webpage at: http://bit.ly/2zZN988","video",7,0,9,2017-10-30,"12:00"
"532","Later today MPs will be debating the Armed Forces (Flexible Working) Bill, but what would change if this Bill became a law?","video",11,0,13,2017-10-30,"15:28"
"533","103,495 people signed an e-petition calling for proportional representation in UK general elections.  
 
Watch MPs debate the petition here https://goo.gl/aMWVhD","link",9,1,9,2017-10-30,"16:36"
"534","Will Brexit affect your summer holidays?

The Transport Committee put this question to representatives from UK airline and airport operators.

You can watch the session at: http://bit.ly/2ihNWJB","video",18,0,19,2017-10-30,"18:21"
"535","""Let me make it clear: there must be zero tolerance of sexual harassment or bullying here at Westminster or elsewhere: whether that involves Members or their staff or parliamentary staff or those working on or visiting the estate."" - The Speaker of the House of Commons

Watch the Speaker's statement on allegations about a culture of sexual harassment at Westminster between Members and those who work for Members.","video",143,5,158,2017-10-30,"18:30"
"536","Have you ever purchased a puppy that you later found out had been smuggled? 

Nigel Huddleston MP will be leading a Westminster Hall debate on puppy smuggling. As part of his speech, Nigel will be calling for changes to the enforcement of the Pet Travel Scheme and he wants to know if you have had any experiences of buying a new puppy that later proved to have been smuggled into the country.

Comment with your stories below.","photo",21,3,21,2017-10-31,"10:01"
"537","The Digital, Culture, Media and Sport Committee heard from Paralympic gold medalist Baroness Tanni Grey-Thompson today following her duty of care report commissioned by the Government. They also heard from other figures in Paralympic sport.

You can watch the full session at: http://bit.ly/2z0ISBv

This session was part of an ongoing inquiry into sports governance. You can find out more about the inquiry at: http://bit.ly/1tPCshA","video",7,0,7,2017-10-31,"13:30"
"538","“It’s really important as we’re looking ahead to the Budget in a few weeks’ time that we make sure that both the beer industry and our local community pubs get the support they need.” - Mike Wood MP

MPs are taking part in a Westminster Hall debate on the taxation of the beer and pubs sector goo.gl/iBynW6","video",18,1,18,2017-10-31,"14:33"
"539","MPs are debating the Remaining Stages of the Finance Bill. 

What is the Finance Bill?","video",20,2,21,2017-10-31,"17:00"
"540","Can we explain Universal Credit in 2 minutes? 
Richard, the House of Commons Library's Welfare and Pensions Statistician, explains what you need to know about Universal Credit. Read the research briefing to find out more https://t.co/HJXiK3FS6w","video",11,1,11,2017-11-01,"12:00"
"541","""Our Armed Forces represent the very best of what this country stands for."" 

Watch as MPs debate armed forces pay https://goo.gl/NCyfLL","video",10,0,11,2017-11-01,"14:17"
"542","Jim Fitzpatrick  wants more to be done by retailers, consumers, manufacturers, and the Government to reduce fires in homes caused by white goods.

Watch MPs debate product safety and fire risk in residential premises: https://goo.gl/xwUeMA","video",9,0,9,2017-11-01,"14:34"
"543","In today's Prime Minister's Questions, Theresa May was asked about tax evasion, Universal Credit and HS2. Watch the full video for more.","video",29,3,35,2017-11-01,"16:11"
"544","""These puppies have often gone through a very arduous journey, they’ve probably not been watered or fed properly, some of them even die in transit or once they’ve arrived in the UK.”

Nigel Huddleston MP is calling on the Government to take further action to help reduce the amount of puppies that are illegally smuggled into the UK each year. Watch the Westminster Hall debate: goo.gl/tcmcYo","video",7,0,8,2017-11-01,"16:34"
"545","The House of Commons has voted to release publications assessing the impact of Brexit on the UK. Was this vote binding? Watch the Speaker give his view on the issue below:","video",71,8,77,2017-11-02,"11:05"
"546","Why have interest rates been raised? And what’s the impact?","status",5,1,5,2017-11-02,"15:56"
"547","The UK throws away 5.5 billion plastic bottles every year.
The Environmental Audit Committee is asking whether a bottle deposit return scheme could improve recycling rates. Follow their inquiry into disposable packaging https://goo.gl/7wPF4o","video",14,2,14,2017-11-03,"08:00"
"548","“Seni Lewis, from Thorton Heath, was just 23 years old when he had his first ever experience of mental ill health. His parents took him to the local hospital where they left him at 8 o’clock at night and by midnight he was dead.”

Steve Reed MP wants to change the law to reduce the amount of restraint that’s used in mental health units and similar institutions and to open up the system to greater transparency and accountability. Watch MPs debate his Private Members’ Bill, the Mental Health Units (Use of Force) Bill: goo.gl/2WWDSJ","video",8,3,11,2017-11-03,"09:54"
